#id	gene	chrom	chromStart	chromEnd	strand
cg13998293	TRIM63	chr1	26067943	26067945	-
cg22436229	PDIK1L	chr1	26110749	26110751	-
cg16233998	PDIK1L	chr1	26111715	26111717	-
cg25817752	PDIK1L	chr1	26112038	26112040	+
cg11418559	FAM110D	chr1	26161436	26161438	+
cg18107827	FAM110D	chr1	26162496	26162498	+
cg25229964	CNKSR1	chr1	26177131	26177133	-
cg13553204	CNKSR1	chr1	26178056	26178058	+
cg04025590	CEP85	chr1	26233958	26233960	+
cg14017991	CEP85	chr1	26234288	26234290	+
cg01414934	SH3BGRL3	chr1	26279477	26279479	+
cg03100146	SH3BGRL3	chr1	26280354	26280356	-
cg16068833	CD52,UBXN11	chr1	26318023	26318025	+
cg08109646	ZNF683	chr1	26372142	26372144	-
cg10705251	ZNF683	chr1	26373113	26373115	+
cg18634211	LIN28A	chr1	26410770	26410772	+
cg16530429	LIN28A	chr1	26410978	26410980	+
cg06577005	DHDDS	chr1	26431736	26431738	+
cg14211646	DHDDS	chr1	26432504	26432506	-
cg20345978	HMGN2	chr1	26471779	26471781	-
cg17154022	HMGN2	chr1	26472472	26472474	-
cg01031251	RPS6KA1	chr1	26528931	26528933	+
cg19259146	RPS6KA1	chr1	26529928	26529930	-
cg17385674	AL512408.1,ARID1A	chr1	26695212	26695214	-
cg11856093	ARID1A	chr1	26696896	26696898	-
cg12806381	PIGV	chr1	26787685	26787687	-
cg10971346	PIGV	chr1	26788253	26788255	+
cg14333454	SFN	chr1	26862806	26862808	+
cg03421300	SFN	chr1	26863295	26863297	+
cg17572572	GPN2	chr1	26890247	26890249	-
cg23489497	GPN2	chr1	26890301	26890303	+
cg21680178	GPATCH3,NUDC	chr1	26900368	26900370	-
cg08360728	GPATCH3,NUDC	chr1	26900488	26900490	+
cg10055471	NR0B2,NUDC	chr1	26913827	26913829	+
cg24580782	NR0B2,NUDC	chr1	26913873	26913875	+
cg06650260	NR0B2,NUDC	chr1	26913986	26913988	+
cg16762386	NR0B2,NUDC	chr1	26914022	26914024	-
cg16417937	NUDC	chr1	26921520	26921522	-
cg08393541	NUDC	chr1	26921933	26921935	+
cg21921474	KDF1	chr1	26960689	26960691	+
cg19125999	KDF1	chr1	26960790	26960792	+
cg16352283	TENT5B	chr1	27012486	27012488	-
cg22395192	TENT5B	chr1	27012943	27012945	-
cg15076659	SLC9A1	chr1	27155365	27155367	-
cg21824902	AL590640.1,WDTC1	chr1	27234340	27234342	-
cg15665653	AL590640.1,WDTC1	chr1	27234778	27234780	+
cg06839953	TMEM222	chr1	27321965	27321967	+
cg23652939	TMEM222	chr1	27322508	27322510	-
cg21604615	SYTL1	chr1	27342118	27342120	-
cg23299127	MAP3K6	chr1	27366849	27366851	+
cg20651453	MAP3K6	chr1	27366906	27366908	+
cg19979773	FCN3	chr1	27376159	27376161	+
cg05436231	CD164L2	chr1	27383298	27383300	+
cg15166089	CD164L2	chr1	27383539	27383541	-
cg12112929	GPR3	chr1	27392353	27392355	-
cg14963371	GPR3	chr1	27392958	27392960	+
cg19784449	WASF2	chr1	27489944	27489946	-
cg14887509	WASF2	chr1	27490269	27490271	+
cg11254522	FGR	chr1	27623831	27623833	+
cg06827976	FGR	chr1	27624077	27624079	-
cg20227766	AL445490.1,IFI6	chr1	27672191	27672193	+
cg10957680	AL445490.1,IFI6	chr1	27672371	27672373	-
cg12099357	AL020997.5,FAM76A	chr1	27725533	27725535	-
cg17386433	AL020997.5,FAM76A	chr1	27726196	27726198	+
cg26106720	NA	chr1	27767794	27767796	-
cg09009042	AL020997.4,PPP1R8	chr1	27830549	27830551	+
cg05492605	AL020997.4,PPP1R8	chr1	27831160	27831162	-
cg08623383	THEMIS2	chr1	27879414	27879416	+
cg27573888	THEMIS2	chr1	27879831	27879833	+
cg11542231	RPA2	chr1	27914680	27914682	-
cg05871607	RPA2	chr1	27914805	27914807	+
cg22421699	SMPDL3B	chr1	27934855	27934857	-
cg00605270	SMPDL3B	chr1	27935040	27935042	-
cg00563229	AL512288.1,XKR8	chr1	27959634	27959636	+
cg13804316	AL512288.1,XKR8	chr1	27960372	27960374	+
cg22760576	EYA3	chr1	28088492	28088494	-
cg27498304	EYA3	chr1	28088625	28088627	-
cg24354652	PTAFR	chr1	28176396	28176398	+
cg18468844	PTAFR	chr1	28177208	28177210	+
cg16834431	ATP5IF1	chr1	28235856	28235858	-
cg19025723	ATP5IF1	chr1	28236196	28236198	+
cg25973092	SESN2	chr1	28259325	28259327	+
cg01172735	SESN2	chr1	28260431	28260433	-
cg25371560	MED18	chr1	28328868	28328870	-
cg25716286	MED18	chr1	28329127	28329129	+
cg08123074	PHACTR4	chr1	28438011	28438013	+
cg16013246	RCC1,SNHG3;SNORA73A	chr1	28505955	28505957	+
cg24469114	RCC1,SNHG3;SNORA73A	chr1	28506475	28506477	-
cg13857440	TRNAU1AP	chr1	28552703	28552705	-
cg10691259	TRNAU1AP	chr1	28553345	28553347	+
cg08450168	RAB42,TAF12	chr1	28591718	28591720	+
cg02525756	RAB42,TAF12	chr1	28592849	28592851	-
cg20117778	LINC01715,TAF12	chr1	28643041	28643043	+
cg23543604	LINC01715,TAF12	chr1	28643192	28643194	-
cg16817034	GMEB1	chr1	28668682	28668684	+
cg09837361	GMEB1	chr1	28669618	28669620	-
cg19869139	OPRD1	chr1	28811564	28811566	+
cg09970593	OPRD1	chr1	28813009	28813011	+
cg11226328	EPB41	chr1	28886854	28886856	+
cg18189938	EPB41	chr1	28887350	28887352	-
cg14195915	SRSF4	chr1	29181351	29181353	-
cg05032943	SRSF4	chr1	29182263	29182265	+
cg05064673	PTPRU	chr1	29236091	29236093	-
cg19112780	PTPRU	chr1	29236634	29236636	-
cg14183455	MATN1,MATN1-AS1	chr1	30723885	30723887	-
cg18084114	MATN1,MATN1-AS1	chr1	30724370	30724372	-
cg12732155	LAPTM5	chr1	30757753	30757755	+
cg10001720	LAPTM5	chr1	30758515	30758517	-
cg07689731	NA	chr1	30921067	30921069	+
cg13436343	PUM1	chr1	31065584	31065586	+
cg24710886	PUM1	chr1	31066089	31066091	-
cg12864581	NKAIN1	chr1	31188068	31188070	-
cg19763281	NKAIN1	chr1	31189187	31189189	-
cg08778586	SNRNP40,ZCCHC17	chr1	31296930	31296932	+
cg07652553	SNRNP40,ZCCHC17	chr1	31297030	31297032	+
cg14407437	FABP3	chr1	31373075	31373077	-
cg03484533	FABP3	chr1	31373643	31373645	+
cg22855405	AC114488.1,LINC01226;TINAGL1	chr1	31576435	31576437	+
cg14869028	AC114488.1,LINC01226;TINAGL1	chr1	31576559	31576561	-
cg02309594	HCRTR1	chr1	31618727	31618729	+
cg19420968	HCRTR1	chr1	31619362	31619364	+
cg02989257	COL16A1	chr1	31703672	31703674	+
cg13299148	COL16A1	chr1	31704831	31704833	-
cg10773309	ADGRB2	chr1	31763809	31763811	+
cg01653445	ADGRB2	chr1	31764633	31764635	-
cg15789095	SPOCD1	chr1	31815864	31815866	-
cg17803965	SPOCD1	chr1	31816210	31816212	-
cg06397510	PTP4A2	chr1	31938032	31938034	+
cg10184881	PTP4A2	chr1	31938724	31938726	+
cg00510956	KHDRBS1	chr1	32012838	32012840	-
cg21713812	KHDRBS1	chr1	32014593	32014595	-
cg21682382	AL445248.1,TMEM39B	chr1	32072450	32072452	-
cg02078356	AL445248.1,TMEM39B	chr1	32073305	32073307	+
cg10694959	KPNA6	chr1	32108038	32108040	+
cg16343696	KPNA6	chr1	32108524	32108526	+
cg21093060	TXLNA	chr1	32179091	32179093	+
cg10266188	TXLNA	chr1	32180265	32180267	-
cg02286990	CCDC28B	chr1	32200496	32200498	+
cg13704271	CCDC28B	chr1	32200662	32200664	-
cg01154193	AL049795.1,CCDC28B;IQCC	chr1	32205355	32205357	-
cg24137081	AL049795.1,IQCC	chr1	32205811	32205813	-
cg26073060	EIF3I,TMEM234	chr1	32221134	32221136	+
cg26093687	EIF3I,TMEM234	chr1	32221268	32221270	+
cg14992253	EIF3I,TMEM234	chr1	32221965	32221967	-
cg07656362	EIF3I,TMEM234	chr1	32222515	32222517	+
cg12278770	FAM167B	chr1	32247178	32247180	-
cg01525376	LCK	chr1	32250610	32250612	+
cg17078393	LCK	chr1	32251400	32251402	+
cg24468890	HDAC1	chr1	32291692	32291694	+
cg23698287	HDAC1	chr1	32292698	32292700	-
cg09327628	MARCKSL1	chr1	32336063	32336065	+
cg06434451	MARCKSL1	chr1	32336689	32336691	+
cg16379513	FAM229A,TSSK3	chr1	32361548	32361550	+
cg21172540	FAM229A,TSSK3	chr1	32362238	32362240	+
cg18182038	BSDC1	chr1	32394319	32394321	-
cg15654964	BSDC1	chr1	32395083	32395085	-
cg13666729	AL033529.1,ZBTB8B	chr1	32464871	32464873	+
cg11619390	AL033529.1,ZBTB8B	chr1	32465577	32465579	-
cg18758482	RBBP4,ZBTB8OS	chr1	32650472	32650474	+
cg26131911	RBBP4,ZBTB8OS	chr1	32650901	32650903	+
cg18118795	RBBP4,ZBTB8OS	chr1	32652133	32652135	-
cg05342835	SYNC	chr1	32695189	32695191	+
cg17339202	SYNC	chr1	32695298	32695300	-
cg09755102	S100PBP,YARS1	chr1	32817893	32817895	-
cg23150609	S100PBP,YARS1	chr1	32818390	32818392	-
cg25870263	FNDC5	chr1	32870229	32870231	-
cg20951444	FNDC5	chr1	32871510	32871512	+
cg24417499	HPCA	chr1	32886051	32886053	+
cg13306164	HPCA	chr1	32886582	32886584	-
cg06179485	TMEM54	chr1	32901799	32901801	+
cg27287498	RNF19B	chr1	32963888	32963890	-
cg18830459	RNF19B	chr1	32964179	32964181	+
cg06394897	AK2	chr1	33036862	33036864	-
cg01620569	AK2	chr1	33037208	33037210	+
cg22189725	AK2,AZIN2	chr1	33080923	33080925	+
cg15016234	TRIM62	chr1	33181426	33181428	+
cg11426590	TRIM62	chr1	33182252	33182254	+
cg03382564	ZNF362	chr1	33256523	33256525	+
cg11481793	ZNF362	chr1	33257118	33257120	+
cg23886755	PHC2	chr1	33375564	33375566	+
cg21198021	PHC2	chr1	33375979	33375981	-
cg19228118	C1orf94,CSMD2	chr1	34165722	34165724	-
cg05382123	C1orf94,CSMD2	chr1	34166983	34166985	-
cg11524446	C1orf94	chr1	34176582	34176584	+
cg08527127	C1orf94	chr1	34178339	34178341	+
cg08612871	GJB5,SMIM12	chr1	34754732	34754734	+
cg01333788	GJB5,SMIM12	chr1	34755212	34755214	+
cg15750705	GJB4,SMIM12	chr1	34761105	34761107	-
cg15554401	GJB4,SMIM12	chr1	34761289	34761291	+
cg21151355	AL121988.1,GJB3;SMIM12	chr1	34781005	34781007	-
cg13263483	AL121988.1,GJB3;SMIM12	chr1	34781482	34781484	-
cg07070934	GJA4,SMIM12	chr1	34792833	34792835	-
cg15006973	GJA4,SMIM12	chr1	34793331	34793333	-
cg07678643	SMIM12	chr1	34859511	34859513	-
cg20913782	SMIM12	chr1	34859931	34859933	+
cg22459359	AC114490.2,ZMYM1;ZMYM6	chr1	35031683	35031685	+
cg15315630	AC114490.2,ZMYM1;ZMYM6	chr1	35031904	35031906	+
cg11730961	SFPQ	chr1	35193131	35193133	+
cg21248774	SFPQ	chr1	35193349	35193351	-
cg17801256	ZMYM4	chr1	35268732	35268734	+
cg17520176	ZMYM4	chr1	35269234	35269236	+
cg12106731	KIAA0319L,NCDN	chr1	35557677	35557679	-
cg19524049	KIAA0319L,NCDN	chr1	35558118	35558120	+
cg14772955	KIAA0319L,NCDN	chr1	35558802	35558804	+
cg15272684	KIAA0319L,NCDN	chr1	35558871	35558873	+
cg11835197	TFAP2E,TFAP2E-AS1	chr1	35572912	35572914	+
cg26372517	TFAP2E,TFAP2E-AS1	chr1	35573557	35573559	-
cg17948627	PSMB2	chr1	35641693	35641695	+
cg24109894	PSMB2	chr1	35642610	35642612	+
cg26235710	C1orf216	chr1	35719115	35719117	-
cg17417054	CLSPN	chr1	35769804	35769806	-
cg06100291	CLSPN	chr1	35770280	35770282	-
cg16019273	AGO4	chr1	35807583	35807585	-
cg18580491	AGO4	chr1	35808288	35808290	-
cg27094188	AGO1	chr1	35882676	35882678	+
cg27026509	AGO1	chr1	35883342	35883344	-
cg24196046	AGO1,AGO3;AL139286.1	chr1	35930452	35930454	+
cg14308291	AGO3,AL139286.1	chr1	35930663	35930665	+
cg03260744	AL138787.1,TEKT2	chr1	36083460	36083462	+
cg24813212	AL138787.1,TEKT2	chr1	36084124	36084126	+
cg07952773	ADPRS	chr1	36088768	36088770	+
cg24547948	ADPRS	chr1	36089299	36089301	+
cg18931815	COL8A2	chr1	36100170	36100172	-
cg19046959	COL8A2	chr1	36100254	36100256	-
cg16705481	TRAPPC3	chr1	36149424	36149426	-
cg11164347	TRAPPC3	chr1	36149844	36149846	-
cg11916186	THRAP3	chr1	36224158	36224160	+
cg04936062	THRAP3	chr1	36224514	36224516	+
cg07789552	STK40	chr1	36385593	36385595	-
cg27546682	STK40	chr1	36386258	36386260	-
cg01773061	LSM10	chr1	36397405	36397407	-
cg12880200	LSM10	chr1	36398136	36398138	+
cg10035922	OSCP1	chr1	36450437	36450439	+
cg22397854	OSCP1	chr1	36450899	36450901	-
cg05154390	MRPS15	chr1	36463672	36463674	+
cg08198370	MRPS15	chr1	36464518	36464520	-
cg09088576	CSF3R	chr1	36482183	36482185	-
cg07285167	CSF3R	chr1	36483379	36483381	-
cg06722633	GRIK3	chr1	37033707	37033709	-
cg06165395	GRIK3	chr1	37035188	37035190	+
cg15949277	LINC01137,ZC3H12A	chr1	37474122	37474124	+
cg18891404	LINC01137,ZC3H12A	chr1	37474886	37474888	-
cg03112782	MEAF6	chr1	37514127	37514129	+
cg00728398	MEAF6	chr1	37515097	37515099	+
cg26624273	SNIP1	chr1	37554292	37554294	-
cg21117584	SNIP1	chr1	37554395	37554397	-
cg12696750	DNALI1	chr1	37556864	37556866	+
cg21488617	DNALI1	chr1	37556984	37556986	+
cg06528936	AL513220.1,GNL2	chr1	37595796	37595798	+
cg17004373	AL513220.1,GNL2	chr1	37596135	37596137	-
cg06626655	RSPO1	chr1	37634243	37634245	+
cg22063989	RSPO1	chr1	37635122	37635124	-
cg26649834	C1orf109	chr1	37690378	37690380	+
cg12339802	C1orf109	chr1	37690872	37690874	+
cg16341373	C1orf109,CDCA8	chr1	37692289	37692291	+
cg21010197	C1orf109,CDCA8	chr1	37692752	37692754	+
cg12128017	EPHA10	chr1	37765096	37765098	-
cg07447922	EPHA10	chr1	37765154	37765156	-
cg01214209	MANEAL	chr1	37793322	37793324	+
cg18105315	MANEAL	chr1	37794610	37794612	-
cg08735298	C1orf122,YRDC	chr1	37807639	37807641	-
cg17829314	C1orf122,YRDC	chr1	37808344	37808346	+
cg07031996	MTF1	chr1	37859065	37859067	-
cg10784030	INPP5B	chr1	37947015	37947017	-
cg02309273	INPP5B	chr1	37947071	37947073	-
cg18333824	SF3A3	chr1	37989915	37989917	+
cg25682936	RNU6-510P,SF3A3	chr1	37990095	37990097	-
cg27018070	FHL3	chr1	38004905	38004907	-
cg05045781	FHL3	chr1	38005801	38005803	-
cg21319745	UTP11	chr1	38012767	38012769	+
cg17791651	MIR3659HG,POU3F1	chr1	38047816	38047818	+
cg23495059	AL139260.1,AL139260.2;RRAGC	chr1	38859070	38859072	-
cg17593391	AL139260.1,AL139260.2;RRAGC	chr1	38860238	38860240	-
cg12792157	AL139260.1,AL139260.2;AL139260.3;MYCBP	chr1	38873331	38873333	+
cg00521598	AL139260.1,AL139260.2;AL139260.3;MYCBP	chr1	38873740	38873742	+
cg19675684	AKIRIN1	chr1	38990905	38990907	-
cg14676817	AKIRIN1	chr1	38991584	38991586	-
cg07388493	NDUFS5	chr1	39025786	39025788	+
cg16918585	NDUFS5	chr1	39026897	39026899	+
cg22233974	MACF1	chr1	39080838	39080840	+
cg13514129	MACF1	chr1	39081854	39081856	+
cg17685111	BMP8A	chr1	39490697	39490699	-
cg03664992	BMP8A	chr1	39491720	39491722	-
cg12158019	BMP8A,OXCT2P1	chr1	39514566	39514568	+
cg08866753	PABPC4	chr1	39576388	39576390	+
cg12585282	PABPC4	chr1	39577054	39577056	-
cg25462291	HEYL	chr1	39639383	39639385	-
cg06154570	HEYL	chr1	39640091	39640093	-
cg21280510	NT5C1A	chr1	39671416	39671418	-
cg01656955	NT5C1A	chr1	39672293	39672295	+
cg11462533	HPCAL4,PPIE	chr1	39691167	39691169	+
cg22827640	HPCAL4,PPIE	chr1	39691452	39691454	-
cg24920358	PPIE	chr1	39738612	39738614	-
cg24358529	PPIE	chr1	39738989	39738991	+
cg04144788	BMP8B,OXCT2	chr1	39770747	39770749	+
cg07082331	AL033527.2,BMP8B	chr1	39788820	39788822	-
cg03401114	AL033527.2,BMP8B	chr1	39789767	39789769	-
cg08063724	MYCL	chr1	39901424	39901426	+
cg27650434	MYCL	chr1	39902516	39902518	-
cg16796590	MFSD2A	chr1	39954995	39954997	+
cg26908611	MFSD2A	chr1	39955329	39955331	-
cg09182986	CAP1	chr1	40040326	40040328	-
cg27072323	CAP1	chr1	40041185	40041187	-
cg17130791	PPT1	chr1	40096891	40096893	+
cg20900524	PPT1	chr1	40097598	40097600	-
cg01918888	RLF	chr1	40161377	40161379	+
cg00321065	RLF	chr1	40161390	40161392	+
cg13502356	AL050341.2,ZMPSTE24	chr1	40257723	40257725	-
cg19657082	AL050341.2,ZMPSTE24	chr1	40258388	40258390	-
cg24686358	COL9A2	chr1	40317112	40317114	-
cg26710722	COL9A2	chr1	40317318	40317320	+
cg06470943	SMAP2	chr1	40373420	40373422	-
cg04668164	SMAP2	chr1	40374339	40374341	+
cg25632203	AL031985.4,ZFP69B	chr1	40449824	40449826	-
cg03648823	AL031985.4,ZFP69B	chr1	40449963	40449965	+
cg26776069	AL603839.3,EXO5	chr1	40508566	40508568	-
cg25568243	AL603839.3,EXO5	chr1	40508792	40508794	+
cg10521267	ZNF684	chr1	40531454	40531456	-
cg06211871	ZNF684	chr1	40531878	40531880	+
cg00594952	AL031289.2,RIMS3	chr1	40664968	40664970	-
cg08394377	AL031289.2,RIMS3	chr1	40666349	40666351	-
cg13735974	NFYC,NFYC-AS1	chr1	40691307	40691309	+
cg13730534	NFYC,NFYC-AS1	chr1	40691880	40691882	+
cg06885782	KCNQ4	chr1	40782536	40782538	-
cg00630164	KCNQ4	chr1	40784389	40784391	-
cg22748573	CITED4	chr1	40862251	40862253	-
cg10705800	AC119677.1,CITED4	chr1	40862747	40862749	-
cg15043057	CTPS1	chr1	40979115	40979117	+
cg02668729	CTPS1	chr1	40980007	40980009	+
cg05646865	SLFNL1,SLFNL1-AS1	chr1	41021235	41021237	+
cg22005565	SLFNL1,SLFNL1-AS1	chr1	41021764	41021766	-
cg14550007	AC093151.2,AC093151.7;SCMH1	chr1	41241697	41241699	-
cg03387723	AC093151.2,AC093151.7;SCMH1	chr1	41242791	41242793	-
cg20367961	EDN2	chr1	41484565	41484567	+
cg27238470	EDN2	chr1	41484653	41484655	-
cg16685388	HIVEP3	chr1	41918384	41918386	+
cg23762517	HIVEP3	chr1	41918638	41918640	-
cg17100200	GUCA2B	chr1	42152641	42152643	-
cg19728577	GUCA2B	chr1	42153491	42153493	+
cg06003187	GUCA2A	chr1	42164126	42164128	+
cg14455487	FOXJ3	chr1	42335188	42335190	-
cg01990334	AC096540.1,FOXJ3	chr1	42335662	42335664	-
cg13199589	RIMKLA	chr1	42380318	42380320	+
cg16534233	RIMKLA	chr1	42380805	42380807	+
cg06346081	PPCS,ZMYND12	chr1	42455912	42455914	+
cg20757758	PPCS,ZMYND12	chr1	42456328	42456330	-
cg17994910	CCDC30	chr1	42482844	42482846	-
cg02150709	PPIH	chr1	42658250	42658252	-
cg04048218	PPIH	chr1	42658450	42658452	-
cg00650876	AC098484.4,YBX1	chr1	42682386	42682388	+
cg27530424	AC098484.4,YBX1	chr1	42682453	42682455	-
cg11172423	CLDN19	chr1	42739951	42739953	+
cg11075745	CLDN19	chr1	42740304	42740306	-
cg12799265	AC098484.3,C1orf50;P3H1	chr1	42765811	42765813	-
cg19044674	AC098484.3,C1orf50;P3H1	chr1	42766956	42766958	+
cg27657283	AC098484.3,C1orf50;P3H1	chr1	42767851	42767853	+
cg17330200	ERMAP,SVBP	chr1	42816889	42816891	+
cg01782487	ERMAP,SVBP	chr1	42817513	42817515	+
cg19101893	ERMAP,SVBP	chr1	42818190	42818192	+
cg00410895	ERMAP,SVBP	chr1	42818212	42818214	+
cg10040059	AL512353.1,ZNF691	chr1	42846333	42846335	+
cg19552482	AL512353.1,ZNF691	chr1	42846814	42846816	-
cg20345840	SLC2A1,SLC2A1-AS1	chr1	42958745	42958747	-
cg06792911	AC099795.1,SLC2A1;SLC2A1-AS1	chr1	42959350	42959352	-
cg03574115	CFAP57,EBNA1BP2	chr1	43170887	43170889	+
cg16725097	CFAP57,EBNA1BP2;MIR6733	chr1	43171920	43171922	-
cg13342625	CFAP57,EBNA1BP2;MIR6733	chr1	43172422	43172424	+
cg04355435	EBNA1BP2,TMEM125	chr1	43270618	43270620	-
cg06948408	EBNA1BP2,TMEM125	chr1	43270928	43270930	-
cg09988116	C1orf210	chr1	43285021	43285023	+
cg14036856	C1orf210	chr1	43285891	43285893	+
cg01095482	TIE1	chr1	43300124	43300126	+
cg22607339	MPL	chr1	43337487	43337489	-
cg19337279	MPL	chr1	43338645	43338647	-
cg01651593	AL139289.1,CDC20	chr1	43358569	43358571	-
cg16109297	AL139289.1,CDC20	chr1	43359228	43359230	-
cg03793131	ELOVL1	chr1	43367875	43367877	+
cg16858125	ELOVL1	chr1	43369085	43369087	-
cg10548277	MED8,SZT2	chr1	43389799	43389801	-
cg07299462	MED8,SZT2	chr1	43389818	43389820	-
cg05663262	NA	chr1	43464607	43464609	+
cg16570917	PTPRF	chr1	43530390	43530392	-
cg13233799	PTPRF	chr1	43531073	43531075	-
cg10968649	AL451062.2,KDM4A	chr1	43650132	43650134	+
cg08552254	AL451062.2,KDM4A	chr1	43650307	43650309	+
cg09903430	AL451062.2,KDM4A-AS1;ST3GAL3	chr1	43706933	43706935	+
cg02361363	AL451062.2,KDM4A-AS1;ST3GAL3	chr1	43707906	43707908	+
cg22930187	ARTN	chr1	43933286	43933288	-
cg06207804	ARTN	chr1	43933325	43933327	+
cg25047378	AL357079.3,IPO13	chr1	43946909	43946911	+
cg17771854	AL357079.3,IPO13	chr1	43947006	43947008	+
cg25955969	AL357079.2,DPH2	chr1	43969954	43969956	+
cg12079362	AL357079.2,ATP6V0B	chr1	43974487	43974489	+
cg19903333	AL357079.2,ATP6V0B	chr1	43975694	43975696	+
cg23001650	B4GALT2	chr1	43978930	43978932	+
cg15379237	B4GALT2	chr1	43979866	43979868	-
cg04323187	CCDC24	chr1	43991486	43991488	+
cg20975478	CCDC24,SLC6A9	chr1	43991646	43991648	+
cg18937321	AL139220.2,SLC6A9	chr1	44031351	44031353	-
cg08679985	KLF17,RN7SL479P	chr1	44118677	44118679	+
cg18202456	KLF17	chr1	44119257	44119259	-
cg15990015	DMAP1	chr1	44213333	44213335	-
cg23451311	DMAP1	chr1	44213602	44213604	+
cg21578207	RNF220	chr1	44404415	44404417	+
cg01267315	RNF220	chr1	44405303	44405305	-
cg04118154	ARMH1,TMEM53	chr1	44674399	44674401	+
cg02890926	ARMH1,TMEM53	chr1	44674682	44674684	+
cg03907454	KIF2C	chr1	44739463	44739465	-
cg06922130	KIF2C	chr1	44740123	44740125	-
cg13044223	AL592166.1,RPS8;SNORD46;SNORD55	chr1	44775176	44775178	+
cg07550267	AL592166.1,RPS8;SNORD46	chr1	44776151	44776153	+
cg09799156	BEST4	chr1	44787406	44787408	-
cg04609640	BEST4	chr1	44788419	44788421	-
cg00904574	PLK3	chr1	44800005	44800007	-
cg27287808	PLK3	chr1	44800375	44800377	+
cg15329642	PTCH2	chr1	44842625	44842627	+
cg04959788	PTCH2	chr1	44842956	44842958	-
cg03229887	EIF2B3	chr1	44986567	44986569	-
cg16604218	EIF2B3	chr1	44986932	44986934	-
cg22920538	HECTD3,UROD	chr1	45010790	45010792	-
cg16613192	HECTD3,UROD	chr1	45012304	45012306	-
cg26781150	HPDL	chr1	45326869	45326871	-
cg10164640	HPDL	chr1	45326884	45326886	-
cg10797195	AL451136.1,MUTYH;TOE1	chr1	45339665	45339667	+
cg06623268	AL451136.1,MUTYH;TOE1	chr1	45339669	45339671	+
cg09360654	AL451136.1,MUTYH;TOE1	chr1	45340828	45340830	-
cg25827112	AL451136.1,TESK2	chr1	45491100	45491102	-
cg00609097	AL451136.1,TESK2	chr1	45491301	45491303	+
cg21319693	PRDX1	chr1	45521786	45521788	-
cg02631906	PRDX1	chr1	45522191	45522193	-
cg11323731	AKR1A1	chr1	45551095	45551097	-
cg12477012	NASP	chr1	45583541	45583543	-
cg09893068	CCDC17	chr1	45623920	45623922	+
cg16907488	CCDC17	chr1	45624496	45624498	-
cg21942576	GPBP1L1	chr1	45661212	45661214	+
cg17533684	P3R3URF-PIK3R3,PIK3R3	chr1	46132260	46132262	+
cg15076218	AL358075.2,P3R3URF-PIK3R3;PIK3R3	chr1	46133329	46133331	+
cg26294850	TSPAN1	chr1	46180024	46180026	-
cg04975920	TSPAN1	chr1	46180551	46180553	+
cg08176609	POMGNT1	chr1	46198611	46198613	+
cg04036898	POMGNT1	chr1	46198925	46198927	+
cg03262773	RAD54L	chr1	46246940	46246942	+
cg17079378	RAD54L	chr1	46247767	46247769	+
cg21576698	LRRC41,UQCRH	chr1	46302298	46302300	-
cg09747578	LRRC41,UQCRH	chr1	46303403	46303405	-
cg26601286	NSUN4	chr1	46340682	46340684	+
cg15305343	NSUN4	chr1	46340684	46340686	+
cg12671744	FAAH	chr1	46394101	46394103	+
cg09914444	DMBX1	chr1	46506510	46506512	-
cg08032971	DMBX1	chr1	46507063	46507065	-
cg26660631	KNCN,MKNK1-AS1	chr1	46549821	46549823	-
cg19987219	KNCN,MKNK1-AS1	chr1	46551076	46551078	-
cg15445332	MKNK1	chr1	46604119	46604121	-
cg00128877	MKNK1	chr1	46604505	46604507	-
cg03409548	MKNK1,MOB3C	chr1	46617018	46617020	+
cg23786576	ATPAF1,TEX38	chr1	46667923	46667925	-
cg00832994	ATPAF1,TEX38	chr1	46668613	46668615	-
cg06240849	EFCAB14	chr1	46719065	46719067	-
cg00128766	EFCAB14	chr1	46719543	46719545	-
cg23440155	CYP4B1	chr1	46798928	46798930	+
cg23414387	CYP4B1	chr1	46799193	46799195	+
cg13158571	CYP4X1	chr1	47023522	47023524	+
cg16689634	CYP4X1	chr1	47023866	47023868	-
cg10751811	CYP4Z1	chr1	47068303	47068305	-
cg19714296	CYP4A22,CYP4A22-AS1	chr1	47137189	47137191	+
cg07810156	PDZK1IP1	chr1	47190009	47190011	+
cg15187606	PDZK1IP1	chr1	47191180	47191182	-
cg00875272	AL135960.1,TAL1	chr1	47229648	47229650	-
cg19797376	AL135960.1,TAL1	chr1	47229802	47229804	-
cg24903376	STIL	chr1	47313988	47313990	-
cg06101225	STIL	chr1	47314344	47314346	-
cg18885999	CMPK1	chr1	47333638	47333640	+
cg20623943	CMPK1	chr1	47334161	47334163	+
cg18983672	FOXE3	chr1	47415583	47415585	+
cg18815943	FOXE3	chr1	47416641	47416643	-
cg15868302	FOXD2-AS1	chr1	47434654	47434656	-
cg14106085	FOXD2	chr1	47436596	47436598	+
cg09704415	SPATA6	chr1	48471577	48471579	-
cg04141379	SPATA6	chr1	48472373	48472375	-
cg06744574	AGBL4,BEND5	chr1	48776686	48776688	-
cg03038003	AGBL4,BEND5	chr1	48777227	48777229	-
cg26227005	ELAVL4	chr1	50108844	50108846	+
cg18242139	ELAVL4	chr1	50109164	50109166	-
cg14343711	CDKN2C,FAF1	chr1	50959603	50959605	+
